Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,1.0,inf,20,0.95,False,inf,0.00757132999933674,20,0,0,187.02870325903677,2788,inf,193.37047488200005
SGM,1.0,0.0,20,0.95,False,5.0,0.007537000003139838,20,0,0,178.57957299501504,2517,inf,184.4550424779991
