Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,1.0,inf,20,0.95,False,inf,0.007054355994114303,20,0,0,191.9249536739644,2833,inf,198.52138254999954
SGM,1.0,0.0,20,0.95,False,5.0,0.007104178996087285,20,0,0,199.1457337209922,2969,inf,206.03653658300027
