Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.0,inf,20,0.95,False,inf,0.0007807900010448066,20,20,17,408.36892162699996,20,inf,408.7962454650001
SoRB,0.0,0.0,20,0.95,False,5.0,0.000771417999658297,20,20,17,418.9293386029999,20,inf,419.3101139340001
