Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.0,inf,20,0.95,False,inf,0.000662409000142361,20,20,20,429.0204609770003,20,inf,429.23427607200006
SoRB,0.0,0.0,20,0.95,False,5.0,0.0006702469986521464,20,20,20,411.28377626100064,20,inf,411.48437443800003
